Stock_Item,Color,Selling_Package,Buying_Package,Size_val,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,tk_stock_item,_version,date_from,date_to
Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,149,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.023584
Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,150,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.025290
Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,151,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.026916
Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,152,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.028551
RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,45.0,67.28,1.8,153,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.030121
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,154,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.031753
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,155,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.033366
RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,156,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.034908
RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,157,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.036509
RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,158,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.038128
RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,159,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.039787
RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,160,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.041323
RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,161,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.042947
IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,162,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.044533
IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,163,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.046092
IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,164,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.047788
IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,165,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.049397
IT joke mug - keyboard not found � press F1 to continue (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,166,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.050963
IT joke mug - keyboard not found � press F1 to continue (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,167,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.052510
Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,168,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.053993
Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,169,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.055492
Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,170,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.056959
Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,171,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.058513
Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,172,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.060005
Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,173,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.061537
Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,174,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.063422
Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,175,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.065333
Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,176,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.067210
Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,177,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.069072
Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,178,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.071250
Developer joke mug - (hip- hip- array) (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,179,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.073165
Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,180,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.075082
Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,181,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.077016
Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,182,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.079051
Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,183,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.081002
Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,184,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.082847
Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,185,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.084770
Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,186,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.086620
Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,187,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.088540
Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,188,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.090433
Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,189,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.092340
DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,190,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.094486
DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,191,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.096937
DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,192,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.098943
DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,193,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.101095
DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,194,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.103011
DBA joke mug - I will get you in order (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,195,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.105151
DBA joke mug - it depends (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,196,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.107095
DBA joke mug - it depends (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,197,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.109127
DBA joke mug - you might be a DBA if (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,198,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.111073
DBA joke mug - you might be a DBA if (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,199,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.113034
DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,200,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.114953
DBA joke mug - daaaaaa-ta (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,201,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.117044
DBA joke mug - mind if I join you? (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,202,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.119037
DBA joke mug - mind if I join you? (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,203,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.120957
USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,14.0,240.0,358.8,0.5,204,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.122899
USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,205,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.124843
USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,206,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.126771
USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,207,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.128772
USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,208,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.130708
USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,209,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.133214
USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,210,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.135510
USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,14.0,240.0,358.8,0.5,211,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.138738
USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,212,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.141014
USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,213,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.143028
USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,214,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.144970
USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,215,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.146853
Office cube periscope (Black),Black,Each,Carton,Unknown,14,10,False,14.0,18.5,27.66,0.25,216,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.148919
USB rocket launcher (Gray),Gray,Each,Each,Unknown,14,1,False,14.0,25.0,37.38,0.3,217,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.151200
USB missile launcher (Green),Unknown,Each,Each,Unknown,14,1,False,14.0,25.0,37.38,0.3,218,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.154014
Novelty chilli chocolates 500g,Unknown,Bag,Carton,500g,3,12,True,3.0,14.5,20.74,0.5,219,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.155958
Novelty chilli chocolates 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,220,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.157982
Chocolate echidnas 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,221,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.159947
Chocolate beetles 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,222,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.161897
Chocolate sharks 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,223,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.163877
Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,224,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.165802
White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,225,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.167838
White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,226,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.169816
RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,45.0,67.28,1.8,227,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.172132
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,228,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.174365
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,229,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.176637
RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,230,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.178646
RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,231,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.180634
RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,232,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.182591
RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,233,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.184562
RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,234,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.186713
RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,235,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.188766
USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,14.0,240.0,358.8,0.5,236,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.190944
USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,237,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.192939
USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,238,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.195195
USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,239,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.197122
USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,240,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.198957
USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,241,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.200900
USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,242,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.202857
USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,14.0,240.0,358.8,0.5,243,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.204735
USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,244,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.206605
USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,245,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.208527
USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,246,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.210413
USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,247,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.212340
IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,248,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.214260
IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,249,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.216175
IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,250,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.218563
IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,251,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.220708
IT joke mug - keyboard not found � press F1 to continue (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,252,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.222940
IT joke mug - keyboard not found � press F1 to continue (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,253,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.225339
Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,254,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.227260
Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,255,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.229453
Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,256,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.231746
Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,257,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.233677
Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,258,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.235550
Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,259,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.237456
Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,260,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.239305
Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,261,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.241202
Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,262,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.243323
Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,263,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.245200
Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,264,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.247133
Developer joke mug - (hip- hip- array) (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,265,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.249050
Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,266,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.250979
Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,267,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.252895
Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,268,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.254855
Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,269,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.256764
Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,270,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.258622
Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,271,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.260600
Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,272,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.262475
Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,273,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.264382
Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,274,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.266246
Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,275,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.268445
DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,276,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.270310
DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,277,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.272190
DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,278,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.274121
DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,279,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.275987
DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,280,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.277833
